Column1,Bhk,Furnishing,Tennants,Area,Price,Locality
586,3,Semi-Furnished,Family,1345 sqft,19000,"Raheja Vistas, Nacharam"
587,2,Unfurnished,Bachelors,1400 sqft,24000,"Ushodaya Enclave, Hafeezpet"
588,3,Furnished,Family,1625 sqft,16500,Nizampet
589,2,Semi-Furnished,Bachelors/Family,1000 sqft,7000,Badangpet
590,3,Semi-Furnished,Bachelors/Family,1500 sqft,26000,"Erragadda, NH"
591,3,Bachelors/Family,3,1625 sqft,16500,Bandari Layout
592,4,Furnished,Bachelors/Family,2300 sqft,50000,"Domalguda, Himayath Nagar, NH"
593,3,Unfurnished,Bachelors,1860 sqft,42500,"Vajras Jasmine County, Gachibowli, Outer Ring Road"
594,3,Furnished,Bachelors/Family,1575 sqft,50000,"Aditya Empress Towers, Shaikpet"
595,3,Furnished,Family,1600 sqft,35000,"Banjara Hills, NH"
596,3,Unfurnished,Bachelors,1435 sqft,20000,Dr A.S. Rao Nagar
597,3,Unfurnished,Bachelors/Family,1275 sqft,20000,Boiguda
598,3,Semi-Furnished,Family,2090 sqft,40000,"L&T Serene County, Telecom Nagar, Gachibowli, Gachibowli, Outer Ring Road"
599,3,Semi-Furnished,Family,2425 sqft,45000,"Meenakshi Sky Lounge, Bikshapathi Nagar, Hafeezpet"
600,2,Furnished,Bachelors/Family,1000 sqft,22000,Hitech City City
601,2,Semi-Furnished,Bachelors,1200 sqft,25000,Madhapur
602,3,Furnished,Bachelors/Family,1550 sqft,28000,"DD Colony, Amberpet"
603,3,Semi-Furnished,Bachelors/Family,1900 sqft,35000,"Aditya Imperial Heights, Hafeezpet, NH"
604,2,Semi-Furnished,Bachelors/Family,850 sqft,10000,Attapur
605,3,Unfurnished,Family,1400 sqft,14000,Attapur
606,2,Unfurnished,Bachelors,990 sqft,12000,Nizampet
607,2,Semi-Furnished,Bachelors/Family,East Facing Property,13000,Pragathi Nagar
608,2,Semi-Furnished,Family,1100 sqft,16000,"Chandanagar, NH"
609,2,Semi-Furnished,Bachelors/Family,975 sqft,16000,"Lingampally-Serilingampally, NH"
610,1,Semi-Furnished,Bachelors/Family,read more,6500,"Banjara Hills, NH"
611,3,Semi-Furnished,Bachelors,1900 sqft,38000,"Lodha Meridian, Kukatpally Housing Board Colony, NH"
612,3,Furnished,Bachelors/Family,1500 sqft,45000,Masab Tank
613,1,Unfurnished,Bachelors,read more,12500,Madhapur
614,2,Unfurnished,Bachelors/Family,1100 sqft,15000,"Madinaguda, Hafeezpet, NH"
615,3,Semi-Furnished,Bachelors/Family,1750 sqft,23000,"Anjani Towers, Ameerpet, NH"
616,3,Semi-Furnished,Bachelors/Family,1600 sqft,25000,Himayath Nagar
617,3,Semi-Furnished,Bachelors,2000 sqft,20000,Bandlaguda Jagir
618,3,Semi-Furnished,Bachelors/Family,1715 sqft,21000,MIGH Colony-Mehdipatnam
619,3,Semi-Furnished,Bachelors/Family,1834 sqft,38000,"Narsingi, Outer Ring Road"
620,2,Semi-Furnished,Bachelors,1350 sqft,16000,"Manikonda, Outer Ring Road"
621,3,Semi-Furnished,Bachelors/Family,1560 sqft,25000,New Mallepally
622,3,Semi-Furnished,Bachelors/Family,read more,30000,Madhapur
623,2,Semi-Furnished,Bachelors/Family,1100 sqft,18000,"Himayath Nagar, NH"
624,3,Semi-Furnished,Bachelors,1600 sqft,36000,"My Home Vihanga, Gachibowli, Outer Ring Road"
625,2,Unfurnished,Bachelors,1025 sqft,15400,Begumpet
626,1,Unfurnished,Bachelors/Family,read more,7000,New
627,3,Unfurnished,Bachelors/Family,1800 sqft,19000,Punjagutta Colony
628,3,Semi-Furnished,Bachelors/Family,1800 sqft,22000,Attapur
629,3,Unfurnished,Bachelors,read more,25000,HITEC City
630,3,Semi-Furnished,Bachelors,2600 sqft,40000,"Banjara Hills, NH"
631,2,Semi-Furnished,Bachelors/Family,NaN,16000,Anjaneyanagar Colony
632,2,Semi-Furnished,Bachelors,NaN,12500,"Sanath Nagar, NH"
633,3,Semi-Furnished,Bachelors,1200 sqft,12000,Neredmet
634,3,Furnished,Bachelors/Family,1198 sqft,40000,"Mantri Celestia, Gachibowli, Outer Ring Road"
635,3,Semi-Furnished,Family,1602 sqft,30000,"MJR Golden Enclave, Madhapur"
636,2,Unfurnished,Bachelors,1125 sqft,11000,"Lakshmi Nagar Colony-Hanuman Nagar Colony, Secunderabad"
637,3,Semi-Furnished,Bachelors/Family,2000 sqft,25000,"Barkatpura, Kachiguda, NH"
638,3,Semi-Furnished,Family,2500 sqft,48000,"Jayabheri Orange County, Gachibowli, Outer Ring Road"
639,2,Semi-Furnished,Bachelors,1000 sqft,15000,"Gachibowli, Outer Ring Road"
640,2,Semi-Furnished,Bachelors/Family,read more,13000,Alwal
641,2,Semi-Furnished,Bachelors,read more,21000,"Raghavendra Colony, NH"
642,3,Unfurnished,Bachelors/Family,1685 sqft,30000,"My Homes Jewel, Miyapur, NH"
643,3,Semi-Furnished,Bachelors/Family,1550 sqft,28000,"Yella Reddy Guda, NH"
644,1,Immediately,NaN,NaN,8000,"Yella Reddy Guda, NH"
645,3,Semi-Furnished,Bachelors/Family,2100 sqft,30000,"Ashok Nagar, Himayath Nagar"
646,3,Unfurnished,Bachelors/Family,1100 sqft,12000,"Malakpet, NH"
647,3,Semi-Furnished,Bachelors/Family,1850 sqft,35000,"Himayath Nagar, NH"
648,2,Semi-Furnished,Bachelors/Family,1100 sqft,17500,Kondapur
649,3,Semi-Furnished,Bachelors,2500 sqft,47000,"Meenakshis Royal Court, Banjara Hills, NH"
650,2,Semi-Furnished,Bachelors,1040 sqft,9500,
651,2,Semi-Furnished,Family,1364 sqft,28000,"Jains Carlton Creek, Gachibowli, Outer Ring Road"
652,2,Furnished,Family,1050 sqft,17000,"Manikonda Society, Manikonda, Outer Ring Road"
653,3,Furnished,Bachelors/Family,1750 sqft,18000,"Manikonda, Outer Ring Road"
654,2,Semi-Furnished,Bachelors/Family,1050 sqft,20000,"Kukatpally Housing Board Colony, NH"
655,2,Unfurnished,Bachelors,1100 sqft,15000,Chikkadpally
656,2,Semi-Furnished,Bachelors/Family,1100 sqft,18000,"Vasavi Residency, Anand Nagar-Khairatabad, NH"
657,1,Unfurnished,Bachelors/Family,NaN,9000,"Whitefields, Hitech City"
658,2,Semi-Furnished,Family,1300 sqft,12000,Rahat Nagar-Amberpet
659,2,Unfurnished,Bachelors/Family,1300 sqft,12000,"Old Alwal, Secunderabad, Siddipet Road"
660,2,Semi-Furnished,Bachelors/Family,1200 sqft,11500,"Chandanagar, NH"
661,2,Unfurnished,Bachelors/Family,1200 sqft,15600,"Kukatpally Housing Board Colony, NH"
662,2,Unfurnished,Bachelors,read more,9000,New Maruthi Nagar
663,3,Unfurnished,Bachelors,1400 sqft,18000,Friends Colony
664,1,Unfurnished,Bachelors/Family,read more,8300,Vidyanagar
665,2,Unfurnished,Family,1060 sqft,7000,Dr A.S. Rao Nagar
666,2,Semi-Furnished,Bachelors/Family,1100 sqft,6500,"Boduppal, NH"
667,2,Unfurnished,Bachelors,1175 sqft,18500,"Manikonda, Outer Ring Road"
668,2,Unfurnished,Bachelors,1800 sqft,11000,"Alkapuri, LB Nagar, NH"
669,1,Unfurnished,Bachelors/Family,read more,7000,Vidyanagar
670,2,Furnished,Bachelors/Family,1100 sqft,18000,"Kukatpally, NH"
671,2,Unfurnished,Bachelors/Family,read more,11000,Fair Lands
672,2,Unfurnished,Bachelors/Family,1200 sqft,13000,Suchitra Circle
673,2,Unfurnished,Bachelors,read more,9500,"Uppal, NH"
674,2,Semi-Furnished,Bachelors/Family,1200 sqft,15000,Jubilee Hills
675,2,Bachelors/Family,1,600 sqft,5500,Nagole
676,3,Semi-Furnished,Family,1200 sqft,22000,Road #
677,2,Semi-Furnished,Bachelors,East Facing Property,17000,"Vivekananda Nagar, Kukatpally, NH"
678,3,Unfurnished,Bachelors,1200 sqft,13000,"Bachupally, Outer Ring Road"
679,3,Semi-Furnished,Family,1525 sqft,25000,"Miyapur, NH"
680,2,Unfurnished,Bachelors/Family,950 sqft,15000,Attapur
681,3,Furnished,Family,1665 sqft,35000,Kondapur
682,3,Bachelors/Family,3,1575 sqft,20000,Kompally
683,2,Semi-Furnished,Bachelors/Family,1300 sqft,17000,Gachibowli phase
684,2,Bachelors/Family,2,1300 sqft,17000,"Gachibowli, Outer Ring Road"
685,2,Unfurnished,Bachelors/Family,1200 sqft,7000,Sangareddy
686,2,Semi-Furnished,Bachelors/Family,1050 sqft,15000,Masab Tank
687,2,Bachelors/Family,2,975 sqft,28000,"Kattel Mandi, Abids"
688,3,Semi-Furnished,Bachelors/Family,1521 sqft,18000,"Miyapur, NH"
689,2,Furnished,Bachelors/Family,1470 sqft,25000,Attapur
690,3,Semi-Furnished,Bachelors/Family,1650 sqft,30000,"Gopalnagar Society, Hafeezpet"
691,2,Semi-Furnished,Bachelors/Family,1360 sqft,35000,"Kukatpally, NH"
692,2,Semi-Furnished,Bachelors/Family,1138 sqft,20000,"Gagan Mahal, Himayath Nagar, NH"
693,2,Semi-Furnished,Bachelors/Family,1050 sqft,16000,"Sai Nagar-Kompally, NH"
694,3,Furnished,Bachelors/Family,1500 sqft,15000,"Surya Nagar Colony, Secunderabad, Medchal Road"
695,2,Unfurnished,Bachelors/Family,1000 sqft,7500,Meerpet
696,2,Furnished,Bachelors/Family,1470 sqft,25000,Attapur
697,1,Furnished,Bachelors/Family,NaN,20000,Rajarajeshwari Nagar
698,2,Semi-Furnished,Bachelors/Family,1220 sqft,27000,Masab Tank
699,2,Semi-Furnished,Bachelors/Family,950 sqft,16000,Nizampet
700,2,Furnished,Bachelors/Family,1150 sqft,33000,Jagruthi Colony
701,3,Semi-Furnished,Bachelors/Family,2100 sqft,50000,"Gachibowli, Outer Ring Road"
702,2,Semi-Furnished,Bachelors/Family,1000 sqft,20000,Adibatla
703,1,Semi-Furnished,Bachelors/Family,NaN,9000,Allwyn
704,3,Semi-Furnished,Bachelors/Family,1230 sqft,35000,"Gachibowli, Outer Ring Road"
705,2,Semi-Furnished,Bachelors/Family,East Facing Property,25000,Financial District
706,3,Unfurnished,Bachelors/Family,1500 sqft,37000,Kakatiya Hills madhapur
707,2,Unfurnished,Bachelors,910 sqft,20500,"Old Nallakunta, New Nallakunta"
708,2,Semi-Furnished,Bachelors/Family,1300 sqft,10000,"Sun City, Bandlaguda, Chevella Road"
709,2,Unfurnished,Bachelors/Family,700 sqft,7500,Narapally
710,3,Unfurnished,Bachelors/Family,East Facing Property,8000,Medipally
711,1,Furnished,Bachelors/Family,NaN,6500,KPHB
712,2,Unfurnished,Bachelors/Family,950 sqft,6000,Boduppal Dwaraka nagar
713,2,Semi-Furnished,Bachelors/Family,800 sqft,7000,Balapur
714,2,Unfurnished,Bachelors/Family,950 sqft,18000,Narayanaguda main road
715,2,Semi-Furnished,Bachelors/Family,1800 sqft,15000,Fort View Colony
716,3,Semi-Furnished,Bachelors/Family,1200 sqft,18000,Hyderabad
717,2,Semi-Furnished,Bachelors/Family,1000 sqft,21000,Begumpet
718,2,Furnished,Bachelors/Family,1519 sqft,25000,Suchitra Circle
719,3,Furnished,Family,1700 sqft,22000,"Dilsukhnagar, NH"
720,3,Semi-Furnished,Family,1570 sqft,24000,Anjaneyanagar Colony moosapet
721,2,Semi-Furnished,Bachelors/Family,1350 sqft,20000,Gandhi Nagar-Boiguda
722,2,Semi-Furnished,Bachelors,1250 sqft,6000,Karimnagar
723,1,Furnished,Bachelors/Family,read more,8000,"Hafeezpet, NH"
724,3,Semi-Furnished,Bachelors/Family,1600 sqft,20000,Hyderabad
725,3,Semi-Furnished,Bachelors/Family,1500 sqft,35000,"Aparna Hill park Silver oaks, Chandanagar, NH"
726,3,Semi-Furnished,Bachelors/Family,1440 sqft,22000,Mettuguda
727,3,Semi-Furnished,Bachelors,1750 sqft,27000,"Kaithalapur, Borabanda"
728,2,Semi-Furnished,Bachelors/Family,1000 sqft,15000,Toli Chowki
729,2,Unfurnished,Bachelors/Family,1700 sqft,9000,Hyderabad
730,3,Bachelors/Family,2,1040 sqft,15200,Toli Chowki
731,3,Unfurnished,Bachelors/Family,1385 sqft,12000,Nagole
732,2,Unfurnished,Bachelors/Family,900 sqft,9000,Bandlaguda Jagir
733,2,Unfurnished,Bachelors/Family,950 sqft,10000,Sainikpuri
734,3,Semi-Furnished,Family,2100 sqft,18000,"Hyder Shah Kote, Chevella Road"
735,3,Semi-Furnished,Bachelors/Family,1350 sqft,16000,"Ramnagar Gundu, Adikmet, NH"
736,2,Semi-Furnished,Bachelors/Family,1314 sqft,34000,"My Home Avatar, Narsingi, Outer Ring Road"
737,3,Unfurnished,Bachelors/Family,1600 sqft,30000,"Tanasha Nagar, Outer Ring Road"
738,3,Furnished,Bachelors/Family,2000 sqft,18500,Bowenpally
739,2,Semi-Furnished,Bachelors/Family,1200 sqft,20000,SD Road
740,3,Furnished,Bachelors/Family,1740 sqft,15000,"Dullapally, NH"
741,3,Semi-Furnished,Bachelors/Family,1800 sqft,25000,"Kukatpally, NH"
742,2,Unfurnished,Bachelors/Family,900 sqft,11000,Vidyut Nagar
743,2,Semi-Furnished,Bachelors/Family,130 sqyrd,8000,Aminpur
744,2,Semi-Furnished,Bachelors/Family,1182 sqft,25000,Chikkadpally
745,2,Unfurnished,Family,875 sqft,9500,Meerpet
746,1,Semi-Furnished,Bachelors/Family,read more,25000,"Banjara Hills, NH"
747,2,Unfurnished,Bachelors/Family,1300 sqft,10000,Attapur
748,3,Semi-Furnished,Bachelors/Family,1400 sqft,13000,"Tellapur, Outer Ring Road"
749,2,Bachelors/Family,2,1250 sqft,27000,"Gachibowli, Outer Ring Road"
750,3,Semi-Furnished,Family,1500 sqft,15000,"Vanasthalipuram, NH"
751,2,Semi-Furnished,Bachelors/Family,750 sqft,10000,Bandlaguda Jagir
752,2,Semi-Furnished,Bachelors/Family,750 sqft,10000,"Hyder Shah Kote, Chevella Road"
753,3,Semi-Furnished,Bachelors/Family,1685 sqft,38000,"Gachibowli, Outer Ring Road"
754,2,Furnished,Bachelors/Family,1000 sqft,20500,"Jalvayu Tower, Gandhi Nagar, Kavadiguda, NH"
755,2,Unfurnished,Bachelors/Family,1200 sqft,14000,"Chandanagar, NH"
756,2,Furnished,Bachelors/Family,100 sqyrd,22000,"Red Hills, Lakdikapul, NH"
757,3,Semi-Furnished,Bachelors/Family,1500 sqft,16000,Nizampet
758,3,Semi-Furnished,Bachelors/Family,1740 sqft,38000,"Financial District, Nanakram Guda"
759,3,Semi-Furnished,Bachelors/Family,1500 sqft,20000,Brindavan Colony-Toli Chowki
760,2,Semi-Furnished,Bachelors/Family,1275 sqft,30000,"Raghavendra Colony, NH"
761,2,Furnished,Bachelors/Family,950 sqft,23000,"Himayath Nagar, NH"
762,2,Semi-Furnished,Bachelors/Family,1150 sqft,13000,Nizampet
763,2,Semi-Furnished,Bachelors/Family,1200 sqft,25000,Kondapur
764,2,Furnished,Bachelors/Family,1000 sqft,15000,New Nallakunta
765,3,Semi-Furnished,Bachelors/Family,1200 sqft,20000,Brindavan Colony-Toli Chowki
766,2,Unfurnished,Bachelors/Family,1200 sqft,14000,New Nallakunta
767,3,Semi-Furnished,Bachelors,1600 sqft,26000,"Sanjeeva Reddy Nagar, NH"
768,3,Semi-Furnished,Bachelors/Family,1600 sqft,17000,"Arvind Nagar Colony, Toli Chowki"
769,2,Unfurnished,Bachelors,read more,15000,Singapore
770,3,Semi-Furnished,Bachelors/Family,1395 sqft,15000,Attapur
771,2,Semi-Furnished,Bachelors/Family,1258 sqft,18000,"Kukatpally, NH"
772,1,Unfurnished,Bachelors/Family,read more,14000,Kondapur
773,2,Semi-Furnished,Bachelors/Family,1000 sqft,13000,Toli Chowki
774,2,Semi-Furnished,Bachelors/Family,1000 sqft,15000,Mehdipatnam
775,2,Semi-Furnished,Bachelors/Family,200 sqft,8500,OU Colony
776,3,Semi-Furnished,Bachelors/Family,1500 sqft,25000,"Manikonda, Outer Ring Road"
777,2,Furnished,Family,1250 sqft,16500,Mitapur
778,2,Semi-Furnished,Bachelors/Family,1200 sqft,15500,Nizampet Road
779,2,Unfurnished,Bachelors,1000 sqft,9000,"Safilguda, Secunderabad"
780,3,Semi-Furnished,Bachelors/Family,1750 sqft,19500,"Hyder Nagar, NH"
781,2,Furnished,Family,1050 sqft,16500,TulasinagarH.M.T hillsjntukphb
782,3,Unfurnished,Bachelors/Family,1500 sqft,15000,Kanchan Bagh
783,3,Semi-Furnished,Bachelors,1600 sqft,27000,"Kukatpally, NH"
784,3,Furnished,Bachelors/Family,1800 sqft,44000,Himayath Nagar
785,2,Semi-Furnished,Family,1205 sqft,22000,"Narsingi, Outer Ring Road"
786,3,Unfurnished,Bachelors/Family,1400 sqft,18000,Asif Nagar
787,2,Semi-Furnished,Family,1314 sqft,30000,"Narsingi, Outer Ring Road"
788,1,Unfurnished,Bachelors/Family,NaN,20000,
789,2,Unfurnished,Family,1050 sqft,6000,Sangareddy
790,3,Unfurnished,Bachelors/Family,1350 ground,20000,Miyapur ground floor
791,3,Bachelors/Family,2,1225 sqft,15000,Fort View Colony
792,3,Semi-Furnished,Bachelors/Family,1860 sqft,45000,"Financial District, Nanakram Guda"
793,2,Semi-Furnished,Bachelors,1000 sqft,9000,"Sri Sai Varshith Residency,  			            	 	                	 	                		 					            							          							         	Beeramguda, Ramachandra Puram, NH"
794,2,Semi-Furnished,Bachelors/Family,1150 sqft,19500,Hyderabad
795,1,Unfurnished,Bachelors,NaN,5000,"Quthbullapur, NH"
796,2,Unfurnished,Bachelors/Family,1000 sqft,9000,"Poojitha enclave,Bachupally"
797,3,Unfurnished,Bachelors/Family,1520 sqft,25000,"Hafeezpet, NH"
798,10,Unfurnished,Bachelors/Family,900 sqft,10000,Kothapet
799,2,Unfurnished,Bachelors/Family,820 sqft,10000,Padmanagar Phase
800,3,Furnished,Bachelors/Family,1500 sqft,25000,Attapur
801,3,Unfurnished,Bachelors/Family,1550 sqft,13000,Sainikpuri
802,3,Semi-Furnished,Bachelors/Family,1685 sqft,37500,"Gachibowli, Outer Ring Road"
803,2,Semi-Furnished,Bachelors/Family,800 sqft,20000,Banjara Hills Road No
804,2,Semi-Furnished,Bachelors/Family,1200 sqft,20000,Sahibabad
805,3,Semi-Furnished,Bachelors/Family,1700 sqft,18000,"Madina Colony, Falaknuma"
806,2,Furnished,Bachelors/Family,1314 sqft,29000,"My Home Avatar,  			            	 	                	 	                		 					            							          							           							         	Puppalaguda,Narsingi,Gachibowli"
807,3,Unfurnished,Bachelors/Family,1800 sqft,20000,Tolli Chowki
808,2,Semi-Furnished,Bachelors/Family,950 sqft,16000,Himayath Nagar
809,2,Unfurnished,Family,1200 sqft,13500,Mehdipatnam Padmanabha Nagar
810,2,Unfurnished,Bachelors/Family,1000 sqft,11000,"Moula Ali, Moula Ali Road"
811,2,Unfurnished,Bachelors/Family,1000 sqft,12000,"Rajendra Nagar, Outer Ring Road"
812,3,Furnished,Bachelors/Family,1400 sqft,17500,Bandlaguda
813,2,Semi-Furnished,Bachelors/Family,1080 sqft,13000,Bandam Kommu
814,3,Semi-Furnished,Bachelors,East Facing Property,35000,Kondapur
815,2,Semi-Furnished,Bachelors/Family,1800 sqft,10000,"Beeramguda, Ramachandra Puram, NH"
816,2,Bachelors/Family,2,1312 sqft,30000,"Narsingi, Outer Ring Road"
817,3,Furnished,Bachelors/Family,1620 sqft,22000,"Deepthisri Nagar, NH"
818,2,Unfurnished,Bachelors/Family,975 sqft,16000,Tolli Chowki
819,3,Unfurnished,Bachelors/Family,1200 sqft,15000,Nallakunta
820,3,Semi-Furnished,Bachelors/Family,1520 sqft,10000,"Sai Homes, Peerzadiguda"
821,2,Furnished,Bachelors/Family,950 sqft,18500,"Chintal, NH"
822,3,Unfurnished,Bachelors/Family,1400 sqft,15000,"Defence Colony, Secunderabad"
823,2,Semi-Furnished,Bachelors/Family,1400 sqft,22000,Vinayak Nagar
824,2,Furnished,Bachelors/Family,870 sqft,15000,"Moula Ali, Moula Ali Road"
825,3,Semi-Furnished,Bachelors/Family,1450 sqft,17000,Friends Colony
826,2,Semi-Furnished,Bachelors/Family,1200 sqft,14000,Toli Chowki
827,2,Unfurnished,Bachelors/Family,800 sqft,8500,Meerpet
828,3,Semi-Furnished,Bachelors/Family,1870 sqft,40000,"Gachibowli, Outer Ring Road"
829,2,Furnished,Bachelors/Family,900 sqft,30000,"Mythri Nagar, Hafeezpet, NH"
830,2,Semi-Furnished,Bachelors/Family,1145 sqft,13000,"Secunderabad, Rashtrapati ROAd"
831,3,Furnished,Bachelors/Family,1950 sqft,50000,"Banjara Hills, NH"
832,3,Semi-Furnished,Bachelors/Family,1200 sqft,25000,"Khairatabad, NH"
833,3,Semi-Furnished,Bachelors/Family,1568 sqft,25000,Appa junction
834,3,Furnished,Bachelors/Family,1800 sqft,35000,"Khairatabad, NH"
835,2,Unfurnished,Bachelors/Family,1000 sqft,6500,Karimnagar
836,2,Semi-Furnished,Bachelors/Family,500 sqft,8000,rtc cross road
837,1,Furnished,Bachelors/Family,read more,18000,Gopanapalli
838,2,Semi-Furnished,Family,1045 sqft,20000,MIGH Colony-Mehdipatnam
839,1,Unfurnished,Bachelors/Family,read more,8700,Santosh
840,2,Unfurnished,Bachelors/Family,1350 sqft,15000,Attapur
841,3,Semi-Furnished,Bachelors/Family,2560 sqft,38000,Kompally
842,4,Unfurnished,Bachelors,3000 sqft,40000,
843,3,Semi-Furnished,Bachelors/Family,1800 sqft,40000,"Banjara Hills, NH"
844,3,Semi-Furnished,Bachelors/Family,2200 sqft,30000,"Manikonda, Outer Ring Road"
845,3,Furnished,Bachelors/Family,1800 sqft,37000,"Gachibowli, Outer Ring Road"
846,2,Unfurnished,Bachelors,1350 sqft,15000,"LB Nagar, NH"
847,4,Unfurnished,Bachelors/Family,2400 sqft,38000,"Ameerpet, NH"
848,1,Semi-Furnished,Bachelors/Family,read more,7500,"Uppal, NH"
849,2,Semi-Furnished,Bachelors/Family,1200 sqft,12000,"Uppal, NH"
850,2,Semi-Furnished,Bachelors/Family,1370 sqft,23000,"Kokapet, Outer Ring Road"
851,3,Semi-Furnished,Bachelors,East Facing Property,20000,Manikonda
852,3,Semi-Furnished,Bachelors/Family,1500 sqft,18000,"Alkapur Township, Manikonda, Outer Ring Road"
853,1,Semi-Furnished,Bachelors/Family,Near Oliv Mount School,10000,Nalanda Nagar
854,3,Bachelors/Family,3,1400 sqft,16000,New Nallakunta
855,3,Furnished,Family,1280 sqft,35000,"CMC Enclave, Kondapur"
856,2,Family,2,1200 sqft,24000,Kondapur
857,2,Unfurnished,Bachelors/Family,read more,14500,"Aarambh Township, Chandanagar, NH"
858,1,Semi-Furnished,Bachelors/Family,read more,9000,"Punjagutta, NH"
859,2,Unfurnished,Bachelors,East Facing Property,13000,Nizampet
860,1,Unfurnished,Bachelors/Family,NaN,7000,Vidyanagar
861,3,Semi-Furnished,Bachelors/Family,1750 sqft,17000,"Madinaguda, Hafeezpet, NH"
862,2,Semi-Furnished,Family,1000 sqft,18000,"Venkata Ramana Colony, Nagole"
863,3,Unfurnished,Bachelors,1980 sqft,32000,Kondapur
864,1,Semi-Furnished,Bachelors/Family,"Near huda maitrivanam,ameerpet.",7000,"Ameerpet, NH"
865,2,Semi-Furnished,Bachelors/Family,900 sqft,16500,Begumpet
866,1,Unfurnished,Bachelors/Family,read more,6500,Bachupally
867,1,Semi-Furnished,Bachelors/Family,read more,7500,"Beeramguda, Ramachandra Puram, NH"
868,2,Unfurnished,Bachelors/Family,1008 sqft,10000,"Upparpally, Hyderabad Expressway"
869,2,Furnished,Family,1200 sqft,26000,"Srinija Gayatri Hills, Gachibowli, Outer Ring Road"
870,3,Semi-Furnished,Bachelors,1350 sqft,15000,Nizampet
871,2,Semi-Furnished,Bachelors/Family,1000 sqft,11000,"The Legend Vittalwadi, Narayanguda"
872,2,Furnished,Bachelors/Family,1200 sqft,30000,"P Janardhan Reddy Nagar, Gachibowli, Outer Ring Road"
873,2,Unfurnished,Bachelors,read more,8500,Meerpet
874,3,Semi-Furnished,Bachelors/Family,1710 sqft,30000,"Saptagiri Colony, Kukatpally, NH"
875,2,Unfurnished,Bachelors,1000 sqft,11000,"LB Nagar, NH"
876,3,Bachelors/Family,2,1250 sqft,23000,"Kukatpally, NH"
877,2,Semi-Furnished,Bachelors/Family,1314 sqft,30000,"My Home Avatar, Narsingi, Outer Ring Road"
878,2,Semi-Furnished,Bachelors/Family,1050 sqft,15000,Masab Tank
879,2,Semi-Furnished,Bachelors/Family,1200 sqft,18000,Nizampet
880,2,Unfurnished,Bachelors,1200 sqft,12000,"Rajiv Gandhi Nagar Colony, Nizampet"
881,2,Semi-Furnished,Bachelors/Family,1050 sqft,14000,"Gandhi Nagar, Kavadiguda, NH"
882,1,Unfurnished,Bachelors/Family,read more,6000,Lalaguda
883,2,Unfurnished,Bachelors,East Facing Property,22000,"Yousufguda, NH"
884,3,Semi-Furnished,Bachelors/Family,1680 sqft,21000,"Narsingi, Outer Ring Road"
885,2,Unfurnished,Bachelors/Family,135 sqyrd,8000,Hyderabad
886,2,Semi-Furnished,Family,2000 sqft,15000,"LB Nagar, NH"
887,3,Furnished,Bachelors/Family,1900 sqft,25000,"Punjagutta, NH"
888,2,Unfurnished,Bachelors/Family,1000 sqft,10000,Syed Nagar
889,2,Unfurnished,Bachelors/Family,1300 sqft,15000,Hyderaguda-Attapur
890,2,Unfurnished,Bachelors/Family,1160 sqft,12000,Gajularamaram
891,3,Semi-Furnished,Bachelors/Family,1500 sqft,26000,Sri Nagar Colony
892,2,Unfurnished,Bachelors,1250 sqft,7000,Ramakrishnapuram-Neredmet
893,2,Semi-Furnished,Bachelors/Family,1250 sqft,22000,"Srinija Gayatri Hills, Gachibowli, Outer Ring Road"
894,2,Semi-Furnished,Bachelors/Family,1160 sqft,12000,"Dilsukhnagar, NH"
895,2,Semi-Furnished,Bachelors/Family,1100 sqft,9000,Alwal
